Label;Area;X;Y;Perim.;BX;BY;Width;Height;Circ.;AR;Round;Solidity;Year
DH 216 A_2.jpg:0010-2100;649105.00;9614516.00;1457762.00;98599.00;9600637.00;1443741.00;27778.00;29166.00;0.84;1039.00;0.96;0.95;2018.00
DH 216 A_2.jpg:0011-2101;653927.00;9584406.00;1459657.00;99412.00;9570081.00;1444436.00;27778.00;29166.00;0.83;1051.00;0.95;0.95;2018.00
DH 216 A_2.jpg:0012-2094;182289.00;9680111.00;1454165.00;53382.00;9674942.00;1444436.00;11111.00;19444.00;0.80;1767.00;0.57;0.95;2018.00
DH 216 A_2.jpg:0013-2097;198686.00;9696495.00;1456779.00;58292.00;9690914.00;1445825.00;11111.00;21528.00;0.74;2055.00;0.49;0.93;2018.00
DH 216 A_2.jpg:0014-2096;76195.00;9709264.00;1455094.00;43323.00;9706191.00;1446519.00;5556.00;18055.00;0.51;3834.00;0.26;0.87;2018.00
DH 216 A_2.jpg:0001-1705;465369.00;9603474.00;1184749.00;92875.00;9590914.00;1170132.00;23611.00;27778.00;0.68;1314.00;0.76;0.90;2018.00
DH 216 A_2.jpg:0002-1706;399783.00;9580812.00;1185870.00;84710.00;9571470.00;1170826.00;20139.00;27778.00;0.70;1692.00;0.59;0.93;2018.00
DH 216 A_2.jpg:0003-1708;512629.00;9559583.00;1185908.00;90672.00;9547859.00;1171521.00;23611.00;29166.00;0.78;1645.00;0.61;0.95;2018.00
DH 216 A_2.jpg:0005-1709;346254.00;9653426.00;1186880.00;77835.00;9643692.00;1174298.00;18750.00;25694.00;0.72;1587.00;0.63;0.92;2018.00
DH 216 A_2.jpg:0006-1710;473085.00;9628915.00;1187266.00;87319.00;9617998.00;1174993.00;22222.00;25694.00;0.78;1236.00;0.81;0.95;2018.00
DH 216 A_2.jpg:0007-1709;202062.00;9672846.00;1187315.00;58054.00;9665914.00;1176382.00;13889.00;20833.00;0.75;1911.00;0.52;0.92;2018.00
DH 216 A_2.jpg:0008-1708;50154.00;9685458.00;1187065.00;46030.00;9682581.00;1176382.00;6944.00;20139.00;0.30;6951.00;0.14;0.76;2018.00
DH 216 A_2.jpg:0003-1470;556031.00;9531734.00;1022378.00;94839.00;9518693.00;1006938.00;26389.00;28472.00;0.78;1234.00;0.81;0.93;2018.00
DH 216 A_2.jpg:0006-1474;617277.00;9562281.00;1024451.00;95722.00;9548554.00;1011105.00;27778.00;25694.00;0.85;1171.00;0.85;0.96;2018.00
DH 216 A_2.jpg:0007-1479;427753.00;9591857.00;1027680.00;81665.00;9581192.00;1015966.00;22222.00;22917.00;0.81;1200.00;0.83;0.94;2018.00
DH 216 A_2.jpg:0008-1480;357345.00;9615994.00;1028651.00;74889.00;9606192.00;1016661.00;20833.00;22917.00;0.80;1516.00;0.66;0.95;2018.00
DH 216 A_2.jpg:0010-1479;217494.00;9635712.00;1027173.00;60593.00;9628414.00;1016661.00;15278.00;20833.00;0.74;1847.00;0.54;0.93;2018.00
DH 216 A_2.jpg:0011-1478;54976.00;9649071.00;1027406.00;43253.00;9645775.00;1017355.00;6944.00;18750.00;0.37;5459.00;0.18;0.82;2018.00
DH 216 A_2.jpg:0012-1520;587859.00;9539177.00;1054811.00;93351.00;9527720.00;1040966.00;22917.00;29861.00;0.85;1302.00;0.77;0.97;2018.00
DH 216 A_2.jpg:0013-1520;568087.00;9565510.00;1055817.00;94333.00;9553415.00;1042355.00;25000.00;27083.00;0.80;1142.00;0.88;0.95;2018.00
DH 216 A_2.jpg:0014-1524;356863.00;9642114.00;1058709.00;75127.00;9633970.00;1045827.00;17361.00;25694.00;0.80;1748.00;0.57;0.95;2018.00
DH 216 A_2.jpg:0015-1526;518416.00;9593875.00;1060310.00;87220.00;9582581.00;1046521.00;22222.00;27083.00;0.86;1242.00;0.81;0.96;2018.00
DH 216 A_2.jpg:0016-1526;464886.00;9618831.00;1059775.00;85831.00;9608970.00;1046521.00;20833.00;26389.00;0.79;1350.00;0.74;0.95;2018.00
DH 216 A_2.jpg:0017-1522;63657.00;9657959.00;1057106.00;42677.00;9654803.00;1047910.00;6944.00;18055.00;0.44;4915.00;0.20;0.81;2018.00
DH 216 A_2.jpg:0002-1311;348183.00;9507639.00;910913.00;74314.00;9497165.00;900689.00;22222.00;20139.00;0.79;1270.00;0.79;0.92;2018.00
DH 216 A_2.jpg:0003-1313;389174.00;9535528.00;912416.00;79631.00;9522859.00;902772.00;27083.00;18750.00;0.77;1623.00;0.62;0.94;2018.00
DH 216 A_2.jpg:0004-1316;353969.00;9565543.00;914349.00;73837.00;9554109.00;904161.00;22917.00;19444.00;0.82;1320.00;0.76;0.94;2018.00
DH 216 A_2.jpg:0005-1321;235337.00;9590624.00;917299.00;61645.00;9581192.00;909022.00;18750.00;17361.00;0.78;1516.00;0.66;0.92;2018.00
DH 216 A_2.jpg:0006-1322;146121.00;9608827.00;918175.00;49145.00;9602720.00;909022.00;11805.00;18055.00;0.76;2018.00;0.50;0.92;2018.00
DH 216 A_2.jpg:0007-1323;28453.00;9619887.00;919927.00;33769.00;9617303.00;911800.00;5556.00;14583.00;0.31;6074.00;0.17;0.72;2018.00
DH 216 A_2.jpg:0008-1355;548797.00;9514520.00;941038.00;92299.00;9502026.00;927772.00;25000.00;27083.00;0.81;1265.00;0.79;0.95;2018.00
DH 216 A_2.jpg:0010-1356;609561.00;9542242.00;942297.00;95652.00;9529109.00;928467.00;27083.00;27083.00;0.84;1152.00;0.87;0.95;2018.00
DH 216 A_2.jpg:0011-1361;498161.00;9571739.00;945986.00;88609.00;9561053.00;931939.00;22917.00;26389.00;0.80;1302.00;0.77;0.96;2018.00
DH 216 A_2.jpg:0012-1365;456206.00;9597322.00;947570.00;85593.00;9586748.00;934717.00;22222.00;26389.00;0.78;1475.00;0.68;0.95;2018.00
